"Day","Title","Start","End","Facilitator/
Host camp","Location","Category","Vibes","Description","Comments","KID FRIENDLY","SEX POSITIVE","QUEER INCLUSIVE","ADULT ONLY","SOBER ONLY","Warning: Sensory content ","Warning: Triggering"
"Sat. 25 July","Hexemutters Galehus","0:00","23:59","Miss Information / Acid Aunties & Nasty Uncles","Sunny Hills, grid square J22. Look for a grumpy old hag - good luck","Games/Play","🦍 Adults only · 🌈 Queer-inclusive · 🚨 Triggering themes","Hexemutters Galehus

Warning: experimental medicine cabinet. 41 remedies — yours to judge, yours to draw. Side effects include self-knowledge, mild existential crisis and uncontrollable honesty.

We are not responsible for what the cards unlock.

Always open. We never sleep. Unless we sleep. Wake us and die","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"Sat. 25 July","LAZY TREATS HOUR","0:00","0:00","Anywhere, come find us!","Anywhere","Food/Drinks","🐵 Kid-friendly","When you've packed up all of your mojo, your tent feels impossibly far away, and truthfully.. you've got a tiny existential wobble brewing, come find us. Lazy Treats Hour will serve you hot toasties, silliness and giggles, plus a generous serving of camp love. Survival, but make it fabulous.","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","The Wandering Tree","0:00","","GlitterTind","Bison - North, grid square O20. Shameless plaza next to sinnergirl","Crafting/Pimping/Arting","","Some say it moves when no one´s looking. Others say it only reveals itself to those who truly need a wish granted. In any case, if you find it: Hang a wish, tie a secret, weave a promise into its bark. Maybe it grants them, maybe it eats them. Either way, your business is no longer your own.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","Postnörd","0:00","23:59","Socialen","Bison - South, grid square O22. Corner on Sunset Plaza","Crafting/Pimping/Arting","","Send your(other)self a message in form of postcard from Borderland. Capture the fleeting moment and extract it out before it vanishes. Come hangout at Socialen, we offer a relaxed space to settle in a reflect for a moment and write yourself or others about your current state of mind.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","Co-created time capsules","0:00","0:00","JazzPrr","The time capsules will be placed in an open space in 4 different neighborhoods for co-creation. Stumble upon them or take your desired future message or trinket and ask another Borderling of they have seen where to forward them to the future.","Art/Installation","🐵 Kid-friendly · 😇 Sober · 🌈 Queer-inclusive · 🖤 Sex positive · 💥 Sensory content","Time capsules: portals to the past, filled with memories for future generations. Seal photographs, letters or trinkets — 4 capsules, one per cardinal direction, co-created and sealed by different neighborhoods at the end of this year's Borderland. In 2027 they'll be buried under permanent art, for future archaeologists or extraterrestrials to wonder what strange not-a-cult walked this land.","","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"Sat. 25 July","Leave No Trace Shower for Dirty Hippies","0:01","23:59","Michael Barner-Rasmussen (Dog) / Free camping","Text or WhatsApp +45 51 90 31 49 for location","Crafting/Pimping/Arting","🐵 Kid-friendly · 🌈 Queer-inclusive","Dust, sweat, glitter and forest. Bring water and enjoy a moment of warmth, care and renewal before returning to the adventure. Built with Leave No Trace principles, deep love., and a steadfast faith in my close to nonexistent technical skills.","Recurring: expanded to 6 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July, Sat.); shown on: Sat. 25 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","DanSINg: Hypnotic Night","1:00","7:00","Club SIN","Bison - North, grid square N19. By the Shameful Plaza","Music/Performance/Show","🦍 Adults only · 💥 Sensory content","01:00 Heidrich.
Slow-burning, hypnotic, meditative space between dance and ritual.
02:30 K.Dissent
Dark, introspective and hypnotic techno.
04:00 GodRay
High-tempo hypnosis. A slow descent inwards.
05:30 Matiago
Mystical, enchanting sound with infectious rhythms and deep, driving bass.","","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"Sat. 25 July","SIN Bar: Become Your Sinful Self","1:00","7:00","Club SIN","Bison - North, grid square N19. By the Shameful Plaza","Food/Drinks","🦍 Adults only · 💥 Sensory content","Commit wicked sins or accept deserved punishments from our curated menus at SIN Bar, Club SIN's handcrafted wooden haven beside the dancefloor. Earn sincoins, ask nicely, and our SINtenders may reward you with cocktails, non-alcoholic delights, special snacks, and redeeming treats. Sinful tonight?","Recurring: expanded to 2 days (Sat. 25 July, Sun. 26 July); shown on: Sat. 25 July","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"Sat. 25 July","House of SIN: Chambers of SIN","2:00","6:00","Club SIN","Bison - North, grid square N19. By the Shameless Plaza","Party/Gathering","🦍 Adults only · 🖤 Sex positive","Gates of House of SIN open to a wicked playspace where you may receive erotic massage, spanking, spooning services, or engage in sinful plays with your partners. Enter only if you can charm the gatekeeper with sincoins and respect the rules. Pleasure, pain, and temptation will wait in the chambers...","Recurring: expanded to 2 days (Sat. 25 July, Sun. 26 July); shown on: Sat. 25 July","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Sat. 25 July","The secret dicksworshippers","2:00","4:00","Yanick / The Church","Downtown, grid square K21. The Church, Downtown","Workshop/Class","🌈 Queer-inclusive · 🦍 Adults only · 🖤 Sex positive","Feeling confident or really not confident about your dick? Whip it out, lets talk about in group and compare. 3 rounds: 1 talking, 2 feeling, 3 playing. Leaving is possible after every round or staying without touching is also possible. Transgender men are also verry welcome.","","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"Sat. 25 July","The Sun Dance - movement meditation & guided somatic dance","4:00","4:55","The Sun","Sunny Hills, grid square I21. At the hillside on the lake side next to the The Sun (or Discotech Engineering next door if it rains) or The Sun if it feels right for the atmosphere and sound levels","Yoga/Movement/Bodywork","🐵 Kid-friendly","Come experience the sun rising with full aliveness of your body. This movement meditation & conscious dance will be dedicated to the sun above and to our light within. 
Once the sun rises and after the dance meditation, you will be invited to join in the small ritual of closing The Sun, The Temple, so it can burn that day.","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","People watching","9:00","11:00","Lazy camp","Bison - North, grid square P22. We have a 10m dome","Games/Play","🐵 Kid-friendly","Find a good spot anywhere and just sit back and people-watch while relaxing. It looks like a Borderland movie, doesn’t it?","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","Open Mat","9:00","10:00","Tantric Trolls","Highlands, grid square N11. The Pink Tantric Troll on the big workshop tent","Yoga/Movement/Bodywork","🦍 Adults only","Start the day on the mat with others through primal play, contact improvisation, Brazilian jiu-jitsu or a combination of the three.
There is no facilitator and no fixed structure, just a shared space to explore, connect and move together. Whoever arrives first kicks things off with a five-minute Tabata.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Sat. 25 July","Doggy Day Care at Camp Slothenhive","9:30","13:30","Crow (Debbie) / Slothenhive","Lowlands, grid square Q13. An enclosed area with dog toys and shade.","Games/Play","🐵 Kid-friendly · 🦍 Adults only · 😇 Sober · 🌈 Queer-inclusive","If you want to leave your pooch for a few hours in a quiet campground to be watched by two volunteers, consider coming here.  It's hoped that people who leave their dogs also take a shift.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"Sat. 25 July","Daily Jungian Dream matrix","10:00","10:45","Robin Bäckström / Feromonia","Swamp, grid square T18. @Feromonia, look for glamping  bell tent with black chimney","Workshop/Class","😇 Sober","Curious on Jungian philosophy and your unconscious? A dream matrix is a space where we share nightly dreams, in order to open up your unconscious and rediscover nightly dreams you'd forgotten. After the matrix there'll be a short teaching and sharing. See insta @BLdreammatrix","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Sat. 25 July","Orgone Accumulation - come use the accumulator and build up your life force","10:00","22:00","Mårten och Lova / Nest & Twigs","Bison - South, grid square P24. Nest & Twigs not far from the Bison","Yoga/Movement/Bodywork","","Participants will be soaked in orgone, showered with it, and possibly transformed by it. This is likely a once-in-a-lifetime opportunity to expose a large population to orgone. Available 24/7 for restorative use.
Guided Sessions and experiments will be announced on white board at camp.","Recurring: expanded to 5 days (Wed. 22 July, Thu. 23 July, Fri. 24 July, Sat. 25 July, Sun.); shown on: Sat. 25 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","Meditation in the dome","10:00","10:30","Self-led / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Yoga/Movement/Bodywork","😇 Sober","A place to meditate together in silence, and keep up your home practice, but in silent community. Do come along, first timers also welcome!","Recurring: expanded to 3 days (Thu. 23 July, Fri. 24 July, Sat. 25 July); shown on: Sat. 25 July","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Sat. 25 July","Daily Drop-In with the Conflict Resolution Team","10:30","11:30","The Conflict Resolution Team","Sunny Hills, grid square J20. Outside Clown Police HQ","Party/Gathering","🐵 Kid-friendly · 🌈 Queer-inclusive","Stuck in a conflict? Meet the CRT any day. We don’t take sides or decide for you. We’re here to listen, offer mediation tools, and help find ways to coexist. Stop by to chat, learn, or get support!

Conflicts should be solved between those involved, but if that isn’t possible, you can turn to us!","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","Circling/relatefulness/Surrendered Leadership","10:30","12:00","Depends on the day, see program board by SG / Secret Garden","Downtown, grid square M21. Big white star shaped tent in the Secret Garden","Workshop/Class","🦍 Adults only · 😇 Sober","One never has anything to do with another person without holding something of that person's life in ones hands.

If meditation is an art of being
Circling is an art of being-with

Come explore who you are in the meeting with others and the incredible richness of human connection in all its flavours.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"Sat. 25 July","Ask your father anything (or tell him to f*** o**!)","11:00","20:00","Michael Barner-Rasmussen (aka. Dog) / Free camp","We're not placed yet, call WhatsApp +45 51 90 31 49","Art/Installation","🐵 Kid-friendly · 🌈 Queer-inclusive · 🚨 Triggering themes","Ask Your Father Anything. Pull up a chair and have the conversation you never had. Ask for advice, comfort, approval, understanding, or answers. Rage, laugh, cry, or sit in silence. For a moment, You will be met, listened to and if you want, answered.","Recurring: expanded to 6 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July, Sat.); shown on: Sat. 25 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Sat. 25 July","Dolce far niente","11:00","12:00","Lazy camp","Bison - North, grid square P22. Big 10m diameter dome","Games/Play","🐵 Kid-friendly","Master the magical art of doing nothing! No goals, no to-dos just you, a comfy
spot, and sweet, glorious idleness. Hug a tree, wiggle your toes, daydream
wildly. It’s fun, it’s freeing, it’s fabulously unproductive. Permission to laze:
granted!","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","Power napping","11:00","14:00","Lazy camp","Bison - North, grid square P22. Inside a 10m diameter dome","Care/Support/Pampering","🐵 Kid-friendly","Pillows, blankets and a lazy power nap... What can be better than lying down
in a cozy spot and taking a nap. It’s the ultimate lazy activity and great for
recharging!","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Sat. 25 July","Mystery Saturday Morning Yoga in the Dome","11:00","12:00","You? / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Yoga/Movement/Bodywork","😇 Sober","Mystery Yoga session (still looking for a teacher to gift this session as JOMO guide goes to print- )","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Sat. 25 July","Toothpaste tasting","11:00","12:00","The morning paste society","Eastern Slope, grid square U21.","Crafting/Pimping/Arting","🐵 Kid-friendly · 🌈 Queer-inclusive","Make brushing your teeth a fun and absurd way of getting to know new people and new toothpastes! We take you to a trip around the world's most exquisite toothpastes. 
BYOT (Bring your own toothbrush -and pimp it at our craft booth!-) 
No toothbrush ? Pass by for a shot of mouthwash you stinky hippie ! 
Fun toothpastes ? Bring them all !","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Sat. 25 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
