"ID","How to find","Grid","Name","Neighbourhood","People","Area type","Size (m2)","Size other (m2)","Description","Part of JOMO?","Worth adding?","Category","DONE","How to find","","","","","",""
"1794",", grid square Q25","Q25","Rhymes w banana","","1","normal-camp","56","5","Ana, 1x Freecamper, I remember last year this was a sweet spot under the trees 
Area bigger since it's a very uneven ground, to be able to find a good spot. Happy to be flexible with my neighbours ","","","","","","","","","","",""
"1795","Highlands, grid square M12","M12","Sara's van","Highlands","1","normal-camp","72","0","Parking spot for Sara's van, part of Mission-Impossible (across the street)","","","","","","","","","","",""
"1796","Lowlands, grid square R10","R10","Cute creatures","Lowlands","7","normal-camp","116","50","We are sweet silent bloodthirsty creatures, looking for community and nice neighbourship. ","","","","","","","","","","",""
"1797","Lowlands, grid square P13","P13","Baldurs rotating seesaw","Lowlands","0","public-offering","17","20","BIG rotating seesaw","","1","🪼 Weird shit/Other","","Lowlands, grid square P13","","","","","",""
"1798","Arctic chill, grid square L04","L04","Wash The Dirty Hippies and Ask You father...","Arctic chill","2","normal-camp","42","25","This is where Dog and his beloved rest, play, and host our gifts: Leave No Trace Shower for Dirty Hippies and Ask Your Father Anything (or yell at him)","","","","","","","","","","",""
"1801","Arctic chill, grid square M07","M07","Remember The Remnants","Arctic chill","0","art","7","7","Did you know that not EVERYBODY will go to Borderland?
That's right, 99% of people are left behind!
We're here to serve as living reminders, and you can too!","","1","🎨 Art/Installation","","Arctic chill, grid square M07","","","","","",""
"1806","Arctic chill, grid square N08","N08","Camp Arpanam","Arctic chill","6","normal-camp","201","0","Hi! CBB, The Lefties and Coffee Cowboys. We know we are infringing in your area and if this dosen't work we will happily remove us. We are late to choose spots and most are full. Can we make this work? We are six people in three RVs and one tent. ","","","","","","","","","","",""
"1809","Downtown, grid square K19","K19","SIGNS Production Area (Upstairs)","Downtown","7","other","97","0","The work area of infrastructural/direction SIGNS for Borderland.","","","","","","","","","","",""
"1812",", grid square N25","N25","ROCCO´S VILLAGE","","15","normal-camp","475","0","the real rock n rolla camp","","","","","","","","","","",""
"1817","Sunny Hills, grid square I21","I21","Dr. and Prof. Sleeper Cars","Sunny Hills","2","other","114","20","Two sleeper vans","","","","","","","","","","",""
"1827",", grid square O08","O08","ABCD","","6","normal-camp","246","0","Extra sleeping space for RVs that didn't fit the camp","","","","","","","","","","",""
"1829","Arctic chill, grid square M05","M05","The Evil Tantra Bear Temple","Arctic chill","1","normal-camp","43","15","Tantra massage heated tent. And my sleeping tent next to it.","","","","","","","","","","",""
"1830","Eastern Slope, grid square W15","W15","FriendZone","Eastern Slope","8","normal-camp","119","0","friends!","","","","","","","","","","",""
"1832","Swamp, grid square U16","U16","Freedom fighters ","Swamp","3","normal-camp","121","10","Three happy freedom fighters (more or less). Come say hi &lt;3 ","","","","","","","","","","",""
"1833",", grid square O18","O18","Tantra island","","7","","64","0","","","","","","","","","","","",""
"1835","Swamp, grid square T20","T20","Sparkling Astronaut Camping","Swamp","3","other","90","10","free camp","","","","","","","","","","",""
"1837","Wedge, grid square Q20","Q20","Heart Element","Wedge","2","other","17","0","Protein banana pancakes, open hearted conversations and shamanic face paintings.

We create a cozy space with a colorful van with fake candles and fairylights (LNT though).","","1","🍯 Food/Drinks","","Wedge, grid square Q20","","","","","",""
"1838","Arctic chill, grid square M04","M04","W I L D ","Arctic chill","8","normal-camp","89","0","","","","","","","","","","","",""
"1839","Highlands, grid square N11","N11","Bubble Bitches","Highlands","8","normal-camp","122","15","8 kind souls eating and sleeping here","","","","","","","","","","",""
"1840","Eastern Slope, grid square V17","V17","SparklingAstronaut","Eastern Slope","3","normal-camp","23","5","special sparkling zone","","","","","","","","","","",""
"1841","Highlands, grid square N10","N10","Bubble Bitches (the other side)","Highlands","6","normal-camp","261","100","We try to see if we can fit on the other side of the road, eventhough the space is smaller than recommended. We might however need to pitch a few tents on this side of the road. (Last edited by Oxygéne)","","","","","","","","","","",""
"1843","Sunny Hills, grid square H20","H20","Spikeball borderland battle 26! (SBB26)","Sunny Hills","4","other","37","0","SBB26 is here for it's first edition! Bring your best energy and get ready for a great competition! Either come by yourself and make a team on the spot or come as a team

- Playing 2 vs 2
- Clothes on private parts are mandatory
- Limited spots avaliable
- Age: 15+

- Contact: Spammarsimon@gmail.com","1843","1","","","","","","","","",""
"1844","Arctic chill, grid square P07","P07","FreakAmpers","Arctic chill","2","normal-camp","25","0","Just a tent.","","","","","","","","","","",""
"1846","Wedge, grid square O19","O19","Quantom Chaos","Wedge","7","public-offering","67","0","Protein banana pancakes, shamanic face paintings and black holes mindfucks. We create a cozy space with colorful vans, (fake) candles and fairylights.","","1","🎲 Games/Play","","Wedge, grid square O19","","","","","",""
"1848","Eastern Slope, grid square V18","V18","PickLe FaiRy tReaT","Eastern Slope","2","public-offering","21","0","well now you have, and it is a treat isnt it!

Now keep your eyes open until you meet her, somewhere between camps, when the music dips and time feels a little softer… she appears. A small glowing setup. Jars. Sauces. Something sweet, something hot and maybe a little bit chaotic.

She won’t call out to you. But if you catch her eye, you might hear: “Have you been blessed yet?”

One pickle.
Chosen for you.
Slowly dressed in honey, heat… maybe a little chaos.
Finished with a touch of shimmer.

Some say it’s just a snack.
Others say it’s a moment.

Find her if you can. She doesn’t stay long, but she is a treat.","","1","🍯 Food/Drinks","","Eastern Slope, grid square V18","","","","","",""
"1850",", grid square S21","S21","Prinzessinnengarten","","6","normal-camp","199","25","A bunch of chill princes and princessess","","","","","","","","","","",""
"1857",", grid square I13","I13","yum","","0","public-offering","20","4","This is a temporary dream, not a camp; a popup shop when you least expect.","","","","","","","","","","",""
"1861",", grid square I23","I23","Where the Swedish Alligator Babies Bite","","1","other","19","20","Alligator nesting area, watch out for tiny teeth!","","","","","","","","","","",""
"1862","Swamp, grid square T20","T20","HomeBase","Swamp","8","normal-camp","328","60","Our home for the week","","","","","","","","","","",""
"1864","Bison - South, grid square Q23","Q23","Tea Hut","Bison - South","4","public-offering","124","10","Tiny camp offering some nice teas prepared in gong fu cha style, and maybe an art installation. ","1864","1","🍯 Food/Drinks","","","","","","","",""
"1865","Eastern Slope, grid square V17","V17","PsyChai HQ","Eastern Slope","2","normal-camp","73","0","✨🫖🌈 Do you need psytrance with your chai? Do you need some chai with your psytrance? This is where we will be making our mobile PsyChai offering. 

🦝We fully have our racoon energy ready to help with any other shenanigans, capers and japes that need assistance!

🚐🐝Two in a friendly yellow van.","","1","🍯 Food/Drinks","","Eastern Slope, grid square V17","","","","","",""
"1867","Swamp, grid square T20","T20","Tumble creatures ","Swamp","7","normal-camp","102","15","Happy tumblers from Copenhagen","","","","","","","","","","",""
"1868","Highlands, grid square M10","M10","Keepers of Le Observable Universe - 2. camp area","Highlands","20","normal-camp","80","0","A little extra space for Keepers","","","","","","","","","","",""
"1869","Highlands, grid square M10","M10","Pro Ditu","Highlands","0","","49","0","","","","","","","","","","","",""
"1872","Arctic chill, grid square M05","M05","Baobab","Arctic chill","20","normal-camp","241","0","nonsense, shenaningans and sleeping","","","","","","","","","","",""
"1873","Arctic chill, grid square N08","N08","Mooncows extended","Arctic chill","2","normal-camp","44","0","our group grew in we need a bit more space close to our original spot","","","","","","","","","","",""
"1875","The Villa, grid square K14","K14","Mit oder Yoni Freecamp","The Villa","5","normal-camp","151","30","","","","","","","","","","","",""
"1877","Eastern Slope, grid square V17","V17","Coocoo crazy cozy ","Eastern Slope","5","normal-camp","84","10","A little camp of friends. Looking to find some calm and coziness in the wonderful chaos.","","","","","","","","","","",""
"1878","Far Flung Field, grid square W10","W10","The Nutshells","Far Flung Field","4","normal-camp","46","0","We are the nutshellers! Our first time on Borderland and love to explore. Half of the camp is dutch, half of the camp is Swedish! ","","","","","","","","","","",""
"1880","Missing Piece, grid square O17","O17","WYSIWYG","Missing Piece","0","art","4","0","A telescope with headphones, overlooking Borderland.","","1","🎨 Art/Installation","","Missing Piece, grid square O17","","","","","",""
"1881","Wedge, grid square R22","R22","Cuddle Cove Public","Wedge","0","public-offering","46","0","Reservation while CC is being shuffled. Not a camping spot!","","","","","","","","","","",""
"1884","Sunny Hills, grid square G22","G22","The ourdoor spa","Sunny Hills","0","public-offering","101","0","There will be hot tubs! ","1884","1","","","","","","","","",""
"1885",", grid square O25","O25","The Monastery overflow","","10","normal-camp","295","0","Overflow for Monastery campers","","","","","","","","","","",""
"1886","Bison - South, grid square Q22","Q22","Potato Farm","Bison - South","4","normal-camp","32","4","Freecamp","","","","","","","","","","",""
"1892","Bison - South, grid square P22","P22","Kamp Kajsa (KK) - new location","Bison - South","5","normal-camp","198","10","We camp with Kajsa. We live for for Kajsa. We Die for Kajsa.","","","","","","","","","","",""
"1893","Swamp, grid square T17","T17","The Ghost train","Swamp","10","art","228","60","We a camp that brings the art car the ghost train","","","","","","","","","","",""
"1895","Highlands, grid square O09","O09","Empower Collective","Highlands","1","normal-camp","34","0","to be filled out","","","","","","","","","","",""
